,tokens,ner_tags
678,"['Kukuh', 'menambahkan', 'tema', 'Standardisasi', 'untuk', 'Pertumbuhan', 'Ekonomi', 'yang', 'Berkelanjutan', 'dipilih', 'untuk', 'menggambarkan', 'peran', 'penting', 'standardisasi', 'dalam', 'mendorong', 'kualitas', 'efisiensi', 'dan', 'daya', 'saing', 'produk', 'Indonesia', 'di', 'pasar', 'global']","[0, 0, 0, 0, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
2340,"['Robby', 'Hernawan-Nina', 'Agustin', 'nomor', '2', 'Juan', 'Rama-Sri', 'Wahyuni', 'dan', 'nomor', '3', 'Sinoeng', 'N']","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
2365,"['Berikut', 'ini', 'ulasan', 'dari', 'masing-masing', 'dimensi', 'imbas', 'kemenangan', 'Trump', 'di', 'Pemilu', 'AS', 'terhadap', 'ekonomi', 'Indonesia', 'baik', 'positif', 'maupun', 'negatif', 'nya']","[0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 18, 9, 0, 0, 3, 0, 0, 0, 0, 0]"
2536,"['Dia', 'melanjutkan', 'penghargaan', 'itu', 'merupakan', 'pengakuan', 'atas', 'upaya', 'perseroan', 'dalam', 'mentransformasi', 'layanan', 'perbankan', 'melalui', 'teknologi', 'digital']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1029,"['Selain', 'itu', 'hasil', 'penilaian', 'ilmiah', 'dari', 'Intergovernmental', 'Panel', 'on', 'Climate', 'Change', 'IPCC', 'menyebutkan', 'bahwa', 'pembangunan', 'Giant', 'Sea', 'Wall', 'merupakan', 'solusi', 'infrastruktur', 'maladaptif']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 7]"
916,"['Efek', 'ini', 'muncul', 'dari', 'risiko', 'kebijakan', 'proteksionis', 'yang', 'diikuti', 'oleh', 'negara-negara', 'lain']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2647,"['Ini', 'bisa', 'menjadi', 'opsi', 'tambah', 'Ketua', 'Umum', 'PSSI', 'itu']","[0, 0, 0, 13, 0, 11, 0, 0, 0]"
69,"['Plt', 'Sekretaris', 'Jenderal', 'Dewan', 'Nasional', 'KEK', 'Rizal', 'Edwin', 'Manansang', 'berharap', 'seluruh', 'KEK', 'ini', 'bisa', 'mencapai', 'target', 'tahun', '2024', 'yang', 'telah', 'ditetapkan']","[11, 2, 2, 2, 2, 2, 6, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5]"
650,"['Dokumen', 'Shutterstock.com', 'Ilustrasi', 'investasi', 'pertumbuhan', 'ekonomi']","[0, 0, 0, 13, 23, 0]"
2259,"['PT', 'Bank', 'Rakyat', 'Indonesia', 'Persero', 'Tbk', 'atau', 'BRI', 'menjalin', 'sinergi', 'dengan', 'Badan', 'Pengurus', 'Pusat', 'Himpunan', 'Pengusaha', 'Muda', 'Indonesia', 'BPP', 'Hipmi', 'dalam', 'upaya', 'memperkuat', 'dukungan', 'kepada', 'pengusaha', 'muda', 'di', 'seluruh', 'Indonesia']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
1655,"['Direktur', 'Utama', 'JIIPE', 'Bambang', 'Soetiono', 'turut', 'menyambut', 'baik', 'kunjungan', 'Duta', 'Besar', 'Singapura', 'dan', 'menekankan', 'penting', 'nya', 'kerja', 'sama', 'tersebut']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
1048,"['Selisih', 'dampak', 'skenario', 'kenaikan', 'upah', 'lumayan', 'besar']","[0, 0, 0, 0, 0, 0, 0]"
729,"['Namun', 'menurut', 'catatan', 'BKPM', 'AS', 'berada', 'pada', 'urutan', 'terakhir', 'dari', 'lima', 'negara', 'dengan', 'realisasi', 'investasi', 'terbesar', 'ke', 'Indonesia', 'pada', 'kuartal', 'II-2024', 'yakni', 'Singapura', 'China', 'Hongkong', 'Korea', 'Selatan', 'dan', 'Amerika', 'Serikat']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15]"
620,"['Subholding', 'PLN', 'Energi', 'Primer', 'Indonesia', 'PLN', 'EPI', 'bersama', 'PT', 'Pelayaran', 'Bahtera', 'Adhiguna', 'BAg', 'melaksanakan', 'program', 'tanggung', 'jawab', 'sosial', 'dan', 'lingkungan', 'TJSL', 'yang', 'berfokus', 'pada', 'pengelolaan', 'sampah', 'organik', 'melalui', 'pemanfaatan', 'maggot', 'Black', 'Soldier', 'Fly', 'BSF', 'di', 'Desa', 'Karangasem', 'Kecamatan', 'Ponjong', 'Gunungkidul', 'Yogyakarta']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15]"
2738,"['Salah', 'satu', 'tantangan', 'Jakarta', 'itu', 'masalah', 'banjir']","[0, 0, 0, 3, 0, 0, 0]"
2493,"['Cak', 'Imin', 'juga', 'mendapatkan', 'penjelasan', 'mengenai', 'aspek', 'medis', 'para', 'pasien', 'dari', 'Kepala', 'Departemen', 'Psikiatri', 'RSCM', 'dokter', 'Kristiana', 'Siste', 'Kurniati']","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
2107,"['Dilansir', 'dari', 'unggahan', 'di', 'akun', 'Instagram', 'resmi', 'Kamar', 'Dagang', 'dan', 'Industri', 'Kadin', 'Indonesia', '@kadin', 'indonesia', 'official', 'tampak', 'sejumlah', 'pejabat', 'dan', 'pengusaha', 'yang', 'hadir', 'dalam', 'penandatanganan', 'itu']","[0, 0, 0, 0, 0, 1, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]"
1562,"['Himelda', 'menyebutkan', 'pihak', 'nya', 'akan', 'focus', 'menggarap', 'industri', 'pariwisata', 'dan', 'transportasi', 'yang', 'bangkit', 'pasca-pandemi', 'Covid-19']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9]"
869,"['Kenaikan', 'ini', 'sebagian', 'besar', 'dapat', 'dijelaskan', 'oleh', 'kenaikan', 'term', 'premium', 'sebesar', '50', 'basis', 'poin', 'dari', 'posisi', 'hampir', '0', 'pada', 'periode', 'September', '2024']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 14, 0, 0, 0, 0, 0, 14, 0, 0, 5, 17]"
1211,"['Meskipun', 'sudah', 'ada', 'berbagai', 'upaya', 'dalam', '10', 'tahun', 'terakhir', 'untuk', 'menyederhanakan', 'birokrasi', 'Dradjad', 'menilai', 'bahwa', 'masalah', 'birokrasi', 'yang', 'rumit', 'masih', 'menjadi', 'hambatan', 'besar']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
2658,"['Industri', 'asuransi', 'harus', 'tetap', 'tangguh', 'dan', 'dapat', 'memberikan', 'kontribusi', 'positif', 'pada', 'perekonomian', 'nasional', 'melalui', 'inovasi', 'dan', 'peningkatan', 'kualitas', 'layanan', 'ucap', 'Bayu']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6]"
2699,"['Sebagai', 'informasi', 'GMV', 'sering', 'digunakan', 'untuk', 'mengukur', 'kesehatan', 'bisnis', 'e-commerce']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 19]"
279,"['Lawatan', 'Presiden', 'RI', 'Prabowo', 'Subianto', 'ke', 'Peru', 'dalam', 'acara', 'APEC', 'CEO', 'Summit', 'Jumat', '15/11', 'pekan', 'lalu', 'lalu', 'menarik', 'untuk', 'disimak', 'kaitan', 'nya', 'upaya', 'menarik', 'investasi']","[0, 11, 2, 6, 8, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13]"
741,"['Ia', 'pun', 'menegaskan', 'meski', 'DEN', 'adalah', 'organisasi', 'yang', 'ramping', 'tetapi', 'diharapkan', 'mampu', 'bekerja', 'maksimal', 'untuk', 'memberi', 'solusi', 'untuk', 'kebijakan', 'ekonomi', 'bangsa']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2315,"['Sehingga', 'kita', 'tidak', 'lebih', 'nanti', 'kalau', 'kita', 'keluar', 'dengan', 'sebuah', 'rumusan', 'acuan', 'yang', 'baru', 'nanti', 'panjang', 'lagi', 'diskusi', 'nya', 'ungkap', 'nya']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1800,"['Menurut', 'Sunarso', 'keberadaan', 'Agen', 'BRILink', 'juga', 'memiliki', 'potensi', 'bisnis', 'yang', 'sangat', 'besar']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]"
1451,"['Di', 'samping', 'itu', 'belanja', 'modal', 'APBN', 'yang', 'tumbuh', '49,51', '%', 'secara', 'tahunan', 'serta', 'konsumsi', 'masyarakat', 'salah', 'satu', 'nya', 'ditunjukkan', 'oleh', 'penjualan', 'domestik', 'sepeda', 'motor', 'yang', 'tumbuh', '11,96', '%', 'secara', 'tahunan', 'juga', 'turut', 'mendukung', 'pertumbuhan', 'ekonomi']","[0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 12, 16]"
1859,"['Jangan', 'lupa', 'untuk', 'mengaktifkan', 'notifikasi', 'agar', 'tidak', 'melewatkan', 'episode-episode', 'terbaru', 'yang', 'informatif']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
748,"['Sehingga', 'pertumbuhan', 'ekonomi', 'Indonesia', 'pada', 'Kuartal', 'III', 'bila', 'dibandingkan', 'dengan', 'Kuartal', 'III', '2023', 'atau', 'secara', 'year', 'on', 'year', 'tumbuh', '4,95', '%', 'kata', 'dia', 'dalam', 'konferensi', 'pers', 'di', 'Kantor', 'Pusat', 'BPS', 'Jakarta', 'Selasa', '5/11/2024']","[0, 12, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
596,"['Kebijakan', 'moneter', 'sangat', 'penting', 'karena', 'berhubungan', 'dengan', 'ada', 'nya', 'proposisi', 'yang', 'mengatakan', 'bahwa', 'peredaran', 'uang', 'memiliki', 'hubungan', 'erat', 'antara', 'barang', 'dan', 'jasa', 'atau', 'sektor', 'riil']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2413,"['Nah', 'selain', 'pilar-pilar', 'di', 'bidang', 'ekonomi', 'ini', 'juga', 'dibahas', 'ungkap', 'Airlangga']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6]"
2043,"['Dalam', 'menyalurkan', 'kredit', 'berkelanjutan', 'BRI', 'berfokus', 'pada', 'penyaluran', 'kredit', 'pada', 'Kredit', 'Kategori', 'Kegiatan', 'Usaha', 'Berkelanjutan', 'KKUB', 'dengan', 'total', 'Rp', '764,8', 'triliun']","[0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2542,"['PP', 'tersebut', 'mengatur', 'tentang', 'penghapusan', 'piutang', 'macet', 'bagi', 'usaha', 'mikro', 'kecil', 'menengah', 'UMKM']","[0, 0, 0, 0, 0, 13, 23, 0, 0, 0, 0, 0, 0]"
440,"['Desakan', 'tersebut', 'mengemuka', 'dalam', 'diskusi', 'publik', 'bertajuk', 'Urgensi', 'Perbaikan', 'Tata', 'Kelola', 'Sawit', 'melalui', 'Kebijakan', 'Penghentian', 'Pemberian', 'Izin', 'dalam', 'Perspektif', 'Ekonomi', 'dan', 'Daya', 'Dukung', 'Daya', 'Tampung', 'Lingkungan', 'Hidup', 'D3TLH', 'Rabu', '3/11/2024']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17]"
508,"['Dosen', 'Ilmu', 'Ekonomi', 'Fakultas', 'Ekonomi', 'dan', 'Bisnis', 'Islam', 'UIN', 'Mahmud', 'Yunus', 'Batusangkar']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
76,"['KISI', 'Asset', 'Management', 'memperkenalkan', 'produk', 'investasi', 'Reksa', 'Dana', 'Syariah', 'KISI', 'Global', 'Sharia', 'Transformative', 'Technology', 'Equity', 'Fund', 'USD']","[0, 0, 0, 0, 0, 13, 23, 0, 0, 0, 0, 0, 0, 0, 13, 23, 19]"
1672,"['Apalagi', 'di', '5', 'tahun', 'kepemimpinan', 'Dedy', 'Yon', 'periode', '2019-2024', 'diklaim', 'nya', 'membawa', 'banyak', 'perubahan']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
649,"['Chief', 'Economist', 'Mandiri', 'Sekuritas', 'Rangga', 'Cipta', 'mengatakan', 'pihak', 'nya', 'memproyeksikan', 'konsumsi', 'rumah', 'tangga', 'yang', 'akan', 'kembali', 'pulih']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
522,"['Pendekatan', 'ini', 'membawa', 'konsekuensi', 'besar', 'tidak', 'hanya', 'bagi', 'Amerika', 'tetapi', 'juga', 'bagi', 'ekonomi', 'global']","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]"
2166,"['Semangat', 'ini', 'sejalan', 'dengan', 'visi', 'Presiden', 'Prabowo', 'dan', 'Menko', 'Perekonomian', 'Airlangga', 'Hartarto', 'untuk', 'meningkatkan', 'pertumbuhan', 'ekonomi', 'nasional', 'hingga', '8', '%', 'pada', '2025', 'tambah', 'nya']","[0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 5]"
1264,"['Startup', 'berfungsi', 'sebagai', 'penghubung', 'yang', 'menjaga', 'standar', 'kualitas', 'produk', 'UMKM', 'dan', 'memastikan', 'bahwa', 'mereka', 'dapat', 'memenuhi', 'permintaan', 'pasar', 'dengan', 'baik', 'lanjut', 'nya']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1321,"['Sementara', 'itu', 'target', 'pertumbuhan', 'ekonomi', 'pemerintah', 'adalah', '8', '%', 'atau', 'melebihi', 'hasil', 'analisis', 'BRI']","[0, 0, 0, 12, 16, 11, 0, 21, 22, 0, 0, 0, 0, 0]"
889,"['Di', 'sisi', 'lain', 'pakar', 'teknologi', 'informasi', 'dan', 'Chairman', 'Communication', 'Information', 'System', 'Security', 'Research', 'Center', 'Cissrec', 'Pratama', 'Persadha', 'berpendapat', 'bahwa', 'tindakan', 'kuratif', 'bukan', 'lah', 'satu-satu', 'nya', 'cara', 'untuk', 'memberantas', 'judi', 'online']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
1359,"['Ketiga', 'Sharia', 'Restricted', 'Investment', 'Account', 'untuk', 'pembiayaan', 'proyek-proyek', 'spesifik']","[19, 0, 0, 0, 0, 0, 0, 0, 19]"
1057,"['Tidak', 'butuh', 'waktu', 'lama', 'pelanggan', 'mulai', 'mengeluh']","[0, 0, 0, 0, 0, 0, 0]"
1453,"['Indonesia', 'dan', 'China', 'Teken', 'Kerja', 'Sama', 'Blue', 'Economy', 'Ini', 'Manfaat', 'nya']","[3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
630,"['Dengan', 'target', 'pengurangan', 'sampah', 'sebanyak', '2-3', 'ton', 'per', 'bulan', 'program', 'ini', 'diharapkan', 'dapat', 'mengurangi', 'biaya', 'pengelolaan', 'sampah', 'di', 'tingkat', 'desa', 'dan', 'memberi', 'pendapatan', 'tambahan', 'bagi', 'warga', 'melalui', 'penjualan', 'produk', 'maggot', 'dan', 'turunan', 'nya']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2403,"['Ekonomi', 'Biru', 'hingga', 'Tanggul', 'Laut', 'Jadi', 'Bahasan', 'Prabowo-Xi', 'Jinping']","[0, 0, 0, 0, 0, 0, 0, 0, 8]"
1334,"['Itu', 'arti', 'nya', 'akan', 'ada', 'distribusi', 'pendapatan', 'yang', 'lebih', 'baik', 'serta', 'meningkatkan', 'nilai', 'produk', 'yang', 'selama', 'ini', 'dijual', 'dalam', 'bentuk', 'bahan', 'mentah', 'menjadi', 'lebih', 'tinggi', 'karena', 'sudah', 'melalui', 'sentuhan', 'teknologi', 'tenaga', 'kerja', 'dan', 'lain-lain', 'jelas', 'nya']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1391,"['Naik', 'turun', 'nya', 'harga', 'minyak', 'terpengaruh', 'saat', 'konflik', 'memanas', 'di', 'wilayah', 'tersebut', 'termasuk', 'konflik', 'antara', 'Iran', 'dan', 'Israel', 'dan', 'di', 'mana', 'AS', 'menempatkan', 'diri']","[0, 0, 0, 12, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 3, 0, 0]"
482,"['Perkara', 'gugatan', 'perceraian', 'cenderung', 'turun']","[0, 0, 0, 0, 0]"
2422,"['Pemerintahan', 'China', 'mendukung', 'program', 'makan', 'bergizi', 'gratis', 'yang', 'diusung', 'pemerintahan', 'Prabowo', 'dengan', 'dicapai', 'nya', 'kesepakatan', 'pendanaan', 'soal', 'Food', 'Supplementation', 'and', 'School', 'Feeding', 'Programme', 'in', 'Indonesia']","[11, 2, 0, 0, 0, 0, 0, 0, 0, 11, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
1357,"['Pertama', 'aplikasi', 'Halal', 'Traceability', 'untuk', 'penelusuran', 'produk', 'from', 'farm', 'to', 'table']","[0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 19]"
2395,"['Hal', 'ini', 'berkaca', 'pada', 'kesuksesan', 'pemerintahan', 'terdahulu', 'yang', 'pernah', 'mencetak', 'pertumbuhan', 'ekonomi', 'di', 'atas', '8', '%']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 0, 0, 21, 22]"
2742,"['Menurut', 'dia', 'penurunan', 'permukaan', 'air', 'tanah', 'menjadi', 'ancaman', 'terbesar', 'perubahan', 'iklim']","[0, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0]"
438,"['Demi', 'Lingkungan', 'Koalisi', 'Masyarakat', 'Sipil', 'Dorong', 'Moratorium', 'Sawit']","[0, 0, 0, 0, 0, 0, 0, 0]"
1326,"['Dalam', 'mendukung', 'swasembada', 'pangan', 'Sunarso', 'mengatakan', 'ketersediaan', 'dan', 'kecukupan', 'nutrisi', 'perlu', 'dipastikan', 'sehingga', 'dapat', 'meningkatkan', 'kualitas', 'sumber', 'daya', 'manusia', 'SDM']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
1361,"['Kolaborasi', 'untuk', 'pengembangan', 'ekonomi', 'syariah']","[0, 0, 0, 0, 0]"
1743,"['Kebijakan', 'ini', 'berpotensi', 'membantu', 'sekitar', '1', 'juta', 'UMKM', 'di', 'Indonesia']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
166,"['Indeks', 'Kepercayaan', 'Konsumen', 'pada', 'akhir', 'Kuartal', 'III', '2024', 'juga', 'menunjukkan', 'kondisi', 'yang', 'baik', 'di', 'mana', 'tumbuh', 'sekitar', '1,5', '%', 'secara', 'tahunan', 'dibandingkan', 'kuartal', 'sebelumnya', 'yang', '-', '2,98', '%', 'secara', 'tahunan']","[12, 16, 19, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22]"
59,"['Indonesia', 'kata', 'dia', 'berambisi', 'meningkatkan', 'penggunaan', 'biodiesel', 'hingga', '50', '%', 'pada', '2025', 'dengan', 'memanfaatkan', 'minyak', 'kelapa', 'sawit', 'sebagai', 'bahan', 'baku', 'utama']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 23, 0, 0, 0, 0, 19]"
611,"['Dukungan', 'lain', 'nya', 'yakn', 'peningkatan', 'kapasitas', 'masyarakat', 'dalam', 'memanfaatkan', 'daur', 'ulang', 'limbah', 'dan', 'menyusun', 'strategi', 'dalam', 'menemukan', 'pasar']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
530,"['Pernyataan', 'tersebut', 'disampaikan', 'Virgojanti', 'sebagai', 'respons', 'terhadap', 'instruksi', 'dari', 'Kementerian', 'Investasi', 'Badan', 'Koordinasi', 'Penanaman', 'Modal', 'BKPM', 'dalam', 'acara', 'Banten', 'Investment', 'Forum', 'BIF', '2024', 'di', 'Hotel', 'JHL', 'Solitaire', 'Gading', 'Serpong', 'Tangerang', 'Selasa', '29/10/2024']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
2541,"['Anggota', 'Dewan', 'Perwakilan', 'Daerah', 'DPD', 'Republik', 'Indonesia', 'RI', 'Fahira', 'Idris', 'mengapresiasi', 'kebijakan', 'Presiden', 'Prabowo', 'Subianto', 'melalui', 'Peraturan', 'Pemerintah', 'PP', 'Nomor', '47', 'Tahun', '2024']","[11, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
49,"['Brasil', 'sudah', 'maju', 'dalam', 'industri', 'nya', 'sementara', 'Indonesia', 'sedang', 'berusaha', 'menyusul', 'melalui', 'industrialisasi']","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]"
1925,"['Namun', 'untuk', 'menghitung', 'persentase', 'kenaikan', 'nya', 'tidak', 'semudah', 'mengurangi', 'tarif', 'PPN', 'awal', 'dan', 'tarif', 'setelah', 'dinaikkan']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
783,"['Terdapat', 'tiga', 'aspek', 'utama', 'lanjut', 'dia', 'yang', 'harus', 'dibenahi', 'untuk', 'membentuk', 'ekosistem', 'berkelanjutan', 'di', 'Indonesia', 'yaitu', 'keterbatasan', 'pengetahuan', 'terkait', 'praktik', 'bisnis', 'berkelanjutan', 'dan', 'kesenjangan', 'pembiayaan', 'untuk', 'memperbesar', 'skala', 'proyek', 'berkelanjutan']","[0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
788,"['Adapun', 'Darmawan', 'juga', 'menyebutkan', 'tujuan', 'besar', 'Bank', 'Mandiri', 'yakni', 'turut', 'menjadikan', 'nasabah', 'sebagai', 'Sustainability', 'Champion', 'melalui', 'praktik', 'bisnis', 'yang', 'impact-driven', 'dan', 'memperoleh', 'competitive', 'advantage', 'dalam', 'aspek', 'keberlanjutan']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
48,"['Kita', 'memiliki', 'sumber', 'daya', 'yang', 'melimpah']","[0, 0, 0, 0, 0, 0]"
1036,"['Sementara', 'itu', 'sejak', 'tahun', '2016', 'hinga', '2019', 'rata-rata', 'penurunan', 'tanah', 'di', 'Jakarta', 'Utara', 'mencapai', '11', 'cm', 'per', 'tahun']","[0, 0, 0, 0, 5, 0, 5, 0, 12, 16, 0, 3, 15, 0, 0, 0, 0, 0]"
1134,"['Sejalan', 'dengan', 'itu', 'pasangan', 'ini', 'juga', 'berencana', 'mendirikan', 'rumah', 'kreatif', 'di', 'seluruh', 'kecamatan', 'untuk', 'mendorong', 'potensi', 'ekonomi', 'kreatif', 'lokal']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2099,"['Hal', 'itu', 'disampaikan', 'Prabowo', 'usai', 'menyaksikan', 'penandatanganan', 'kerja', 'sama', 'investasi', 'antara', 'pengusaha', 'Indonesia', 'dan', 'pengusaha', 'China', 'di', 'Beijing', 'pada', 'Minggu', '10/11/2024']","[0, 0, 0, 6, 0, 0, 0, 0, 0, 13, 0, 0, 3, 0, 0, 3, 0, 3, 0, 5, 17]"
1025,"['Jika', 'ingin', 'membangun', 'kawasan', 'ekonomi', 'khusus', 'dan', 'menghadirkan', 'satu', 'juta', 'pekerjaan', 'di', 'Jakarta', 'Utara', 'ujar', 'Elisa', 'Ridwan', 'Kamil', 'juga', 'harus', 'mengembangkan', 'industri', 'nya', 'seperti', 'membangun', 'real', 'estate', 'yang', 'besar']","[0, 0, 0, 0, 0, 0, 0, 0, 14, 10, 0, 0, 3, 15, 0, 6, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
632,"['Program', 'ini', 'adalah', 'langkah', 'yang', 'sangat', 'baik', 'dan', 'kami', 'berharap', 'dapat', 'berkembang', 'lebih', 'luas']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1149,"['Sementara', 'responden', 'kelas', 'ekonomi', 'bawah', 'yang', 'memilih', 'paslon', 'nomor', 'urut', '2', 'Dharma', 'Poengrekun-Kun', 'Wardana', 'ada', '1,4', '%']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 22]"
2453,"['Pasal', 'nya', 'posisi', 'cadangan', 'devisa', 'pada', 'akhir', 'Oktober', '2024', 'setara', 'dengan', 'pembiayaan', '6,6', 'bulan', 'impor', '6,4', 'bulan', 'impor', 'dan', 'pembayaran', 'utang', 'luar', 'negeri', 'pemerintah']","[0, 0, 0, 0, 0, 0, 0, 5, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 23, 0, 11]"
