,sentence,pos_tag,iob_ner
30,Menteri Pemberdayaan Perempuan dan Perlindungan Anak (PPPA) Arifah Fauzi menilai penghapusan piutang macet bagi usaha mikro kecil dan menengah (UMKM) dapat berdampak positif bagi pelaku usaha perempuan.,"[('Menteri', np.str_('NNP')), ('Pemberdayaan', np.str_('NNP')), ('Perempuan', np.str_('NNP')), ('dan', np.str_('CC')), ('Perlindungan', np.str_('NNP')), ('Anak', np.str_('NNP')), ('(', 'SYM'), ('PPPA', np.str_('NNP')), (')', 'SYM'), ('Arifah', np.str_('NNP')), ('Fauzi', np.str_('NNP')), ('menilai', np.str_('VB')), ('penghapusan', np.str_('NN')), ('piutang', np.str_('NN')), ('macet', np.str_('NN')), ('bagi', np.str_('IN')), ('usaha', np.str_('NN')), ('mikro', np.str_('NN')), ('kecil', np.str_('JJ')), ('dan', np.str_('CC')), ('menengah', np.str_('VB')), ('(', 'SYM'), ('UMKM', np.str_('NNP')), (')', 'SYM'), ('dapat', np.str_('ADV')), ('berdampak', np.str_('VB')), ('positif', np.str_('JJ')), ('bagi', np.str_('IN')), ('pelaku', np.str_('NN')), ('usaha', np.str_('NN')), ('perempuan', np.str_('NN')), ('.', 'SYM')]","[('Menteri', 'B-NOR'), ('Pemberdayaan', 'I-NOR'), ('Perempuan', 'I-NOR'), ('dan', 'I-NOR'), ('Perlindungan', 'I-NOR'), ('Anak', 'I-NOR'), ('PPPA', 'O'), ('Arifah', 'O'), ('Fauzi', 'O'), ('menilai', 'O'), ('penghapusan', 'O'), ('piutang', 'B-ASSET_CLASS'), ('macet', 'I-ASSET_CLASS'), ('bagi', 'O'), ('usaha', 'O'), ('mikro', 'O'), ('kecil', 'O'), ('dan', 'O'), ('menengah', 'O'), ('UMKM', 'O'), ('dapat', 'O'), ('berdampak', 'O'), ('positif', 'O'), ('bagi', 'O'), ('pelaku', 'O'), ('usaha', 'O'), ('perempuan', 'O')]"
31,"Dia menyampaikan, melalui Peraturan Pemerintah (PP) Nomor 47 Tahun 2024, pelaku usaha perempuan dapat meneruskan dan meningkatkan daya saing usahanya.","[('Dia', np.str_('PR')), ('menyampaikan', np.str_('VB')), (',', 'SYM'), ('melalui', np.str_('IN')), ('Peraturan', np.str_('NN')), ('Pemerintah', np.str_('NNP')), ('(', 'SYM'), ('PP', np.str_('NNP')), (')', 'SYM'), ('Nomor', np.str_('NNP')), ('47', np.str_('NUM')), ('Tahun', np.str_('NNP')), ('2024', np.str_('NUM')), (',', 'SYM'), ('pelaku', np.str_('NN')), ('usaha', np.str_('NN')), ('perempuan', np.str_('NN')), ('dapat', np.str_('ADV')), ('meneruskan', np.str_('VB')), ('dan', np.str_('CC')), ('meningkatkan', np.str_('VB')), ('daya', np.str_('NN')), ('saing', np.str_('NN')), ('usaha', np.str_('NN')), ('nya', np.str_('PR')), ('.', 'SYM')]","[('Dia', 'O'), ('menyampaikan', 'O'), ('melalui', 'O'), ('Peraturan', 'O'), ('Pemerintah', 'O'), ('PP', 'O'), ('Nomor', 'O'), ('47', 'O'), ('Tahun', 'O'), ('2024', 'O'), ('pelaku', 'O'), ('usaha', 'O'), ('perempuan', 'O'), ('dapat', 'O'), ('meneruskan', 'O'), ('dan', 'O'), ('meningkatkan', 'O'), ('daya', 'O'), ('saing', 'O'), ('usaha', 'O'), ('nya', 'O')]"
32,"""Bicara tentang potensi perempuan, tidak terlepas dari pemberdayaan ekonomi melalui upaya pengembangan UMKM,"" kata Arifah dilansir dari siaran pers, Sabtu (9/11/2024).","[('""', 'SYM'), ('Bicara', np.str_('VB')), ('tentang', np.str_('IN')), ('potensi', np.str_('NN')), ('perempuan', np.str_('NN')), (',', 'SYM'), ('tidak', np.str_('NEG')), ('terlepas', np.str_('VB')), ('dari', np.str_('IN')), ('pemberdayaan', np.str_('NN')), ('ekonomi', np.str_('NN')), ('melalui', np.str_('IN')), ('upaya', np.str_('NN')), ('pengembangan', np.str_('NN')), ('UMKM', np.str_('NNP')), (',', 'SYM'), ('""', 'SYM'), ('kata', np.str_('NN')), ('Arifah', np.str_('NNP')), ('dilansir', np.str_('VB')), ('dari', np.str_('IN')), ('siaran', np.str_('NN')), ('pers', np.str_('NN')), (',', 'SYM'), ('Sabtu', np.str_('NNP')), ('(', 'SYM'), ('9/11/2024', np.str_('NUM')), (')', 'SYM'), ('.', 'SYM')]","[('Bicara', 'O'), ('tentang', 'O'), ('potensi', 'O'), ('perempuan', 'O'), ('tidak', 'O'), ('terlepas', 'O'), ('dari', 'O'), ('pemberdayaan', 'O'), ('ekonomi', 'O'), ('melalui', 'O'), ('upaya', 'O'), ('pengembangan', 'O'), ('UMKM', 'O'), ('kata', 'O'), ('Arifah', 'O'), ('dilansir', 'O'), ('dari', 'O'), ('siaran', 'O'), ('pers', 'O'), ('Sabtu', 'O'), ('9/11/2024', 'O')]"
33,"Dia menyampaikan, berdasarkan catatan Kementerian Koperasi dan Usaha Kecil dan Menengah tahun 2019, dari total UMKM di Indonesia yang berjumlah 65,5 juta, 64 jutanya adalah usaha mikro.","[('Dia', np.str_('PR')), ('menyampaikan', np.str_('VB')), (',', 'SYM'), ('berdasarkan', np.str_('VB')), ('catatan', np.str_('NN')), ('Kementerian', np.str_('NNP')), ('Koperasi', np.str_('NNP')), ('dan', np.str_('CC')), ('Usaha', np.str_('NNP')), ('Kecil', np.str_('NNP')), ('dan', np.str_('CC')), ('Menengah', np.str_('NNP')), ('tahun', np.str_('NN')), ('2019', np.str_('NUM')), (',', 'SYM'), ('dari', np.str_('IN')), ('total', np.str_('NN')), ('UMKM', np.str_('NNP')), ('di', np.str_('IN')), ('Indonesia', np.str_('NNP')), ('yang', np.str_('PR')), ('berjumlah', np.str_('VB')), ('65,5', np.str_('NUM')), ('juta', np.str_('NUM')), (',', 'SYM'), ('64', np.str_('NUM')), ('juta', np.str_('NUM')), ('nya', np.str_('PR')), ('adalah', np.str_('ADV')), ('usaha', np.str_('NN')), ('mikro', np.str_('NN')), ('.', 'SYM')]","[('Dia', 'O'), ('menyampaikan', 'O'), ('berdasarkan', 'O'), ('catatan', 'O'), ('Kementerian', 'B-NOR'), ('Koperasi', 'I-NOR'), ('dan', 'I-NOR'), ('Usaha', 'I-NOR'), ('Kecil', 'I-NOR'), ('dan', 'I-NOR'), ('Menengah', 'I-NOR'), ('tahun', 'O'), ('2019', 'B-DAT'), ('dari', 'O'), ('total', 'O'), ('UMKM', 'O'), ('di', 'O'), ('Indonesia', 'B-GPE'), ('yang', 'O'), ('berjumlah', 'O'), ('65,5', 'O'), ('juta', 'O'), ('64', 'O'), ('juta', 'O'), ('nya', 'O'), ('adalah', 'O'), ('usaha', 'O'), ('mikro', 'O')]"
34,"Dari angka 64 juta usaha mikro tersebut, lebih dari setengahnya dimiliki dan dikelola oleh perempuan.","[('Dari', np.str_('IN')), ('angka', np.str_('NN')), ('64', np.str_('NUM')), ('juta', np.str_('NUM')), ('usaha', np.str_('NN')), ('mikro', np.str_('NN')), ('tersebut', np.str_('DT')), (',', 'SYM'), ('lebih', np.str_('JJ')), ('dari', np.str_('IN')), ('setengahnya', np.str_('ADV')), ('dimiliki', np.str_('VB')), ('dan', np.str_('CC')), ('dikelola', np.str_('VB')), ('oleh', np.str_('IN')), ('perempuan', np.str_('NN')), ('.', 'SYM')]","[('Dari', 'O'), ('angka', 'O'), ('64', 'B-CRD'), ('juta', 'I-CRD'), ('usaha', 'O'), ('mikro', 'O'), ('tersebut', 'O'), ('lebih', 'O'), ('dari', 'O'), ('setengahnya', 'O'), ('dimiliki', 'O'), ('dan', 'O'), ('dikelola', 'O'), ('oleh', 'O'), ('perempuan', 'O')]"
35,"Dengan demikian, perempuan memiliki peran penting dalam pemulihan ekonomi nasional.","[('Dengan', np.str_('IN')), ('demikian', np.str_('PR')), (',', 'SYM'), ('perempuan', np.str_('NN')), ('memiliki', np.str_('VB')), ('peran', np.str_('NN')), ('penting', np.str_('JJ')), ('dalam', np.str_('SC')), ('pemulihan', np.str_('NN')), ('ekonomi', np.str_('NN')), ('nasional', np.str_('JJ')), ('.', 'SYM')]","[('Dengan', 'O'), ('demikian', 'O'), ('perempuan', 'O'), ('memiliki', 'O'), ('peran', 'O'), ('penting', 'O'), ('dalam', 'O'), ('pemulihan', 'O'), ('ekonomi', 'O'), ('nasional', 'O')]"
36,"""Dengan diterbitkannya PP Nomor 47 Tahun 2024, menunjukkan bahwa negara hadir untuk UMKM.","[('""', 'SYM'), ('Dengan', np.str_('IN')), ('diterbitkan', np.str_('VB')), ('nya', np.str_('DT')), ('PP', np.str_('NNP')), ('Nomor', np.str_('NNP')), ('47', np.str_('NUM')), ('Tahun', np.str_('NNP')), ('2024', np.str_('NUM')), (',', 'SYM'), ('menunjukkan', np.str_('VB')), ('bahwa', np.str_('SC')), ('negara', np.str_('NN')), ('hadir', np.str_('VB')), ('untuk', np.str_('IN')), ('UMKM', np.str_('NNP')), ('.', 'SYM')]","[('Dengan', 'O'), ('diterbitkan', 'O'), ('nya', 'O'), ('PP', 'O'), ('Nomor', 'O'), ('47', 'O'), ('Tahun', 'O'), ('2024', 'O'), ('menunjukkan', 'O'), ('bahwa', 'O'), ('negara', 'O'), ('hadir', 'O'), ('untuk', 'O'), ('UMKM', 'O')]"
37,"Dan memberikan kesempatan kepada perempuan sebagai pelaku UMKM untuk lebih produktif dan memperkuat daya saingnya di pasar,"" papar Arifah.","[('Dan', np.str_('CC')), ('memberikan', np.str_('VB')), ('kesempatan', np.str_('NN')), ('kepada', np.str_('IN')), ('perempuan', np.str_('NN')), ('sebagai', np.str_('IN')), ('pelaku', np.str_('NN')), ('UMKM', np.str_('NNP')), ('untuk', np.str_('SC')), ('lebih', np.str_('ADV')), ('produktif', np.str_('JJ')), ('dan', np.str_('CC')), ('memperkuat', np.str_('VB')), ('daya', np.str_('NN')), ('saing', np.str_('NN')), ('nya', np.str_('PR')), ('di', np.str_('IN')), ('pasar', np.str_('NN')), (',', 'SYM'), ('""', 'SYM'), ('papar', np.str_('NN')), ('Arifah', np.str_('NNP')), ('.', 'SYM')]","[('Dan', 'O'), ('memberikan', 'O'), ('kesempatan', 'O'), ('kepada', 'O'), ('perempuan', 'O'), ('sebagai', 'O'), ('pelaku', 'O'), ('UMKM', 'O'), ('untuk', 'O'), ('lebih', 'O'), ('produktif', 'O'), ('dan', 'O'), ('memperkuat', 'O'), ('daya', 'O'), ('saing', 'O'), ('nya', 'O'), ('di', 'O'), ('pasar', 'B-LOC'), ('papar', 'O'), ('Arifah', 'O')]"
38,"Arifah berujar, pemerintah menyadari bahwa nelayan, petani, dan UMKM, terutama yang dikelola perempuan, adalah tulang punggung ekonomi rakyat.","[('Arifah', np.str_('NN')), ('berujar', np.str_('VB')), (',', 'SYM'), ('pemerintah', np.str_('NN')), ('menyadari', np.str_('VB')), ('bahwa', np.str_('SC')), ('nelayan', np.str_('NN')), (',', 'SYM'), ('petani', np.str_('NN')), (',', 'SYM'), ('dan', np.str_('CC')), ('UMKM', np.str_('NNP')), (',', 'SYM'), ('terutama', np.str_('JJ')), ('yang', np.str_('PR')), ('dikelola', np.str_('VB')), ('perempuan', np.str_('NN')), (',', 'SYM'), ('adalah', np.str_('ADV')), ('tulang', np.str_('NN')), ('punggung', np.str_('NN')), ('ekonomi', np.str_('NN')), ('rakyat', np.str_('NN')), ('.', 'SYM')]","[('Arifah', 'O'), ('berujar', 'O'), ('pemerintah', 'O'), ('menyadari', 'O'), ('bahwa', 'O'), ('nelayan', 'O'), ('petani', 'O'), ('dan', 'O'), ('UMKM', 'O'), ('terutama', 'O'), ('yang', 'O'), ('dikelola', 'O'), ('perempuan', 'O'), ('adalah', 'O'), ('tulang', 'O'), ('punggung', 'O'), ('ekonomi', 'O'), ('rakyat', 'O')]"
39,"Melalui PP tersebut, jelas Arifah, pemerintah memperkuat komitmennya untuk menciptakan kesempatan yang lebih adil bagi kelompok rentan.","[('Melalui', np.str_('IN')), ('PP', np.str_('NNP')), ('tersebut', np.str_('DT')), (',', 'SYM'), ('jelas', np.str_('JJ')), ('Arifah', np.str_('NNP')), (',', 'SYM'), ('pemerintah', np.str_('NN')), ('memperkuat', np.str_('VB')), ('komitmen', np.str_('NN')), ('nya', np.str_('PR')), ('untuk', np.str_('SC')), ('menciptakan', np.str_('VB')), ('kesempatan', np.str_('NN')), ('yang', np.str_('PR')), ('lebih', np.str_('ADV')), ('adil', np.str_('JJ')), ('bagi', np.str_('IN')), ('kelompok', np.str_('NN')), ('rentan', np.str_('JJ')), ('.', 'SYM')]","[('Melalui', 'O'), ('PP', 'O'), ('tersebut', 'O'), ('jelas', 'O'), ('Arifah', 'O'), ('pemerintah', 'O'), ('memperkuat', 'O'), ('komitmen', 'O'), ('nya', 'O'), ('untuk', 'O'), ('menciptakan', 'O'), ('kesempatan', 'O'), ('yang', 'O'), ('lebih', 'O'), ('adil', 'O'), ('bagi', 'O'), ('kelompok', 'O'), ('rentan', 'O')]"
40,"""Kebijakan ini juga menjadi sebuah harapan yang besar bagi perempuan-perempuan kelompok rentan yakni perempuan kepala keluarga, perempuan penyintas bencana, dan perempuan penyintas kekerasan, yang menjadi dampingan Kemen PPPA untuk memulai sebagai wirausaha,"" papar Arifah.","[('""', 'SYM'), ('Kebijakan', np.str_('NN')), ('ini', np.str_('DT')), ('juga', np.str_('ADV')), ('menjadi', np.str_('VB')), ('sebuah', np.str_('DT')), ('harapan', np.str_('NN')), ('yang', np.str_('PR')), ('besar', np.str_('JJ')), ('bagi', np.str_('IN')), ('perempuan-perempuan', np.str_('NN')), ('kelompok', np.str_('NN')), ('rentan', np.str_('JJ')), ('yakni', np.str_('SC')), ('perempuan', np.str_('NN')), ('kepala', np.str_('NN')), ('keluarga', np.str_('NN')), (',', 'SYM'), ('perempuan', np.str_('NN')), ('penyintas', np.str_('NN')), ('bencana', np.str_('NN')), (',', 'SYM'), ('dan', np.str_('CC')), ('perempuan', np.str_('NN')), ('penyintas', np.str_('NN')), ('kekerasan', np.str_('NN')), (',', 'SYM'), ('yang', np.str_('PR')), ('menjadi', np.str_('VB')), ('dampingan', np.str_('NN')), ('Kemen', np.str_('NNP')), ('PPPA', np.str_('NNP')), ('untuk', np.str_('SC')), ('memulai', np.str_('VB')), ('sebagai', np.str_('IN')), ('wirausaha', np.str_('NN')), (',', 'SYM'), ('""', 'SYM'), ('papar', np.str_('NN')), ('Arifah', np.str_('NNP')), ('.', 'SYM')]","[('Kebijakan', 'O'), ('ini', 'O'), ('juga', 'O'), ('menjadi', 'O'), ('sebuah', 'O'), ('harapan', 'O'), ('yang', 'O'), ('besar', 'O'), ('bagi', 'O'), ('perempuan-perempuan', 'O'), ('kelompok', 'O'), ('rentan', 'O'), ('yakni', 'O'), ('perempuan', 'O'), ('kepala', 'O'), ('keluarga', 'O'), ('perempuan', 'O'), ('penyintas', 'O'), ('bencana', 'O'), ('dan', 'O'), ('perempuan', 'O'), ('penyintas', 'O'), ('kekerasan', 'O'), ('yang', 'O'), ('menjadi', 'O'), ('dampingan', 'O'), ('Kemen', 'B-NOR'), ('PPPA', 'O'), ('untuk', 'O'), ('memulai', 'O'), ('sebagai', 'O'), ('wirausaha', 'O'), ('papar', 'O'), ('Arifah', 'O')]"
41,"Dia menambahkan, pemerintah akan terus berupaya untuk menciptakan kebijakan yang pro-rakyat dan mendukung pemulihan ekonomi di semua lapisan masyarakat.","[('Dia', np.str_('PR')), ('menambahkan', np.str_('VB')), (',', 'SYM'), ('pemerintah', np.str_('NN')), ('akan', np.str_('ADV')), ('terus', np.str_('ADV')), ('berupaya', np.str_('VB')), ('untuk', np.str_('SC')), ('menciptakan', np.str_('VB')), ('kebijakan', np.str_('NN')), ('yang', np.str_('PR')), ('pro-rakyat', np.str_('NN')), ('dan', np.str_('CC')), ('mendukung', np.str_('VB')), ('pemulihan', np.str_('NN')), ('ekonomi', np.str_('NN')), ('di', np.str_('IN')), ('semua', np.str_('DT')), ('lapisan', np.str_('NN')), ('masyarakat', np.str_('NN')), ('.', 'SYM')]","[('Dia', 'O'), ('menambahkan', 'O'), ('pemerintah', 'B-NOR'), ('akan', 'O'), ('terus', 'O'), ('berupaya', 'O'), ('untuk', 'O'), ('menciptakan', 'O'), ('kebijakan', 'O'), ('yang', 'O'), ('pro-rakyat', 'O'), ('dan', 'O'), ('mendukung', 'O'), ('pemulihan', 'O'), ('ekonomi', 'O'), ('di', 'O'), ('semua', 'O'), ('lapisan', 'O'), ('masyarakat', 'O')]"
42,"Prabowo Dorong Sinergi Ekonomi Indonesia-Brasil, Nyatakan Ingin Gabung BRICS","[('Prabowo', np.str_('NNP')), ('Dorong', np.str_('NNP')), ('Sinergi', np.str_('NNP')), ('Ekonomi', np.str_('NNP')), ('Indonesia-Brasil', np.str_('NNP')), (',', 'SYM'), ('Nyatakan', np.str_('NNP')), ('Ingin', np.str_('ADV')), ('Gabung', np.str_('NNP')), ('BRICS', np.str_('NNP'))]","[('Prabowo', 'B-PER'), ('Dorong', 'O'), ('Sinergi', 'O'), ('Ekonomi', 'O'), ('Indonesia-Brasil', 'O'), ('Nyatakan', 'O'), ('Ingin', 'O'), ('Gabung', 'O'), ('BRICS', 'O')]"
43,"Presiden Prabowo Subianto menyoroti banyaknya kesamaan antara Indonesia dan Brasil, mulai dari sumber daya alam maupun visi strategis untuk masa depan.","[('Presiden', np.str_('NN')), ('Prabowo', np.str_('NNP')), ('Subianto', np.str_('NNP')), ('menyoroti', np.str_('VB')), ('banyak', np.str_('JJ')), ('nya', np.str_('DT')), ('kesamaan', np.str_('NN')), ('antara', np.str_('IN')), ('Indonesia', np.str_('NNP')), ('dan', np.str_('CC')), ('Brasil', np.str_('NNP')), (',', 'SYM'), ('mulai', np.str_('VB')), ('dari', np.str_('IN')), ('sumber', np.str_('NN')), ('daya', np.str_('NN')), ('alam', np.str_('NN')), ('maupun', np.str_('CC')), ('visi', np.str_('NN')), ('strategis', np.str_('JJ')), ('untuk', np.str_('SC')), ('masa', np.str_('NN')), ('depan', np.str_('ADV')), ('.', 'SYM')]","[('Presiden', 'O'), ('Prabowo', 'B-PER'), ('Subianto', 'I-PER'), ('menyoroti', 'O'), ('banyak', 'O'), ('nya', 'O'), ('kesamaan', 'O'), ('antara', 'O'), ('Indonesia', 'B-GPE'), ('dan', 'O'), ('Brasil', 'B-GPE'), ('mulai', 'O'), ('dari', 'O'), ('sumber', 'O'), ('daya', 'O'), ('alam', 'O'), ('maupun', 'O'), ('visi', 'O'), ('strategis', 'O'), ('untuk', 'O'), ('masa', 'O'), ('depan', 'O')]"
44,"Untuk itu, Prabowo menginginkan Indonesia dan Brasil bersinergi dalam hal perekonomian.","[('Untuk', np.str_('IN')), ('itu', np.str_('PR')), (',', 'SYM'), ('Prabowo', np.str_('NNP')), ('menginginkan', np.str_('VB')), ('Indonesia', np.str_('NNP')), ('dan', np.str_('CC')), ('Brasil', np.str_('NNP')), ('bersinergi', np.str_('VB')), ('dalam', np.str_('IN')), ('hal', np.str_('NN')), ('perekonomian', np.str_('NN')), ('.', 'SYM')]","[('Untuk', 'O'), ('itu', 'O'), ('Prabowo', 'B-PER'), ('menginginkan', 'O'), ('Indonesia', 'B-GPE'), ('dan', 'O'), ('Brasil', 'B-GPE'), ('bersinergi', 'O'), ('dalam', 'O'), ('hal', 'O'), ('perekonomian', 'O')]"
45,"Hal tersebut Prabowo sampaikan saat menghadiri Indonesia-Brazil Business Forum, yang digelar di Copacabana Palace, Rio de Janeiro, Brasil, Minggu (17/11/2024).","[('Hal', np.str_('NN')), ('tersebut', np.str_('DT')), ('Prabowo', np.str_('NNP')), ('sampaikan', np.str_('VB')), ('saat', np.str_('SC')), ('menghadiri', np.str_('VB')), ('Indonesia-Brazil', np.str_('NNP')), ('Business', np.str_('NNP')), ('Forum', np.str_('NNP')), (',', 'SYM'), ('yang', np.str_('PR')), ('digelar', np.str_('VB')), ('di', np.str_('IN')), ('Copacabana', np.str_('NNP')), ('Palace', np.str_('NNP')), (',', 'SYM'), ('Rio', np.str_('NNP')), ('de', np.str_('NNP')), ('Janeiro', np.str_('NNP')), (',', 'SYM'), ('Brasil', np.str_('NNP')), (',', 'SYM'), ('Minggu', np.str_('NNP')), ('(', 'SYM'), ('17/11/2024', np.str_('NUM')), (')', 'SYM'), ('.', 'SYM')]","[('Hal', 'O'), ('tersebut', 'O'), ('Prabowo', 'B-PER'), ('sampaikan', 'O'), ('saat', 'O'), ('menghadiri', 'O'), ('Indonesia-Brazil', 'O'), ('Business', 'O'), ('Forum', 'O'), ('yang', 'O'), ('digelar', 'O'), ('di', 'O'), ('Copacabana', 'O'), ('Palace', 'O'), ('Rio', 'O'), ('de', 'O'), ('Janeiro', 'O'), ('Brasil', 'O'), ('Minggu', 'O'), ('17/11/2024', 'O')]"
46,"Forum tersebut mempertemukan para pelaku usaha dari Indonesia dan Brasil untuk membahas peluang kerja sama ekonomi strategis, termasuk di sektor energi, industri, dan kemaritiman.","[('Forum', np.str_('NNP')), ('tersebut', np.str_('DT')), ('mempertemukan', np.str_('VB')), ('para', np.str_('DT')), ('pelaku', np.str_('NN')), ('usaha', np.str_('NN')), ('dari', np.str_('IN')), ('Indonesia', np.str_('NNP')), ('dan', np.str_('CC')), ('Brasil', np.str_('NNP')), ('untuk', np.str_('SC')), ('membahas', np.str_('VB')), ('peluang', np.str_('NN')), ('kerja', np.str_('NN')), ('sama', np.str_('JJ')), ('ekonomi', np.str_('NN')), ('strategis', np.str_('JJ')), (',', 'SYM'), ('termasuk', np.str_('VB')), ('di', np.str_('IN')), ('sektor', np.str_('NN')), ('energi', np.str_('NN')), (',', 'SYM'), ('industri', np.str_('NN')), (',', 'SYM'), ('dan', np.str_('CC')), ('kemaritiman', np.str_('NN')), ('.', 'SYM')]","[('Forum', 'O'), ('tersebut', 'O'), ('mempertemukan', 'O'), ('para', 'O'), ('pelaku', 'O'), ('usaha', 'O'), ('dari', 'O'), ('Indonesia', 'B-GPE'), ('dan', 'O'), ('Brasil', 'B-GPE'), ('untuk', 'O'), ('membahas', 'O'), ('peluang', 'O'), ('kerja', 'O'), ('sama', 'O'), ('ekonomi', 'O'), ('strategis', 'O'), ('termasuk', 'O'), ('di', 'O'), ('sektor', 'O'), ('energi', 'O'), ('industri', 'O'), ('dan', 'O'), ('kemaritiman', 'O')]"
47,"""Indonesia dan Brasil adalah negara besar dengan populasi yang besar pula.","[('""', 'SYM'), ('Indonesia', np.str_('NNP')), ('dan', np.str_('CC')), ('Brasil', np.str_('NNP')), ('adalah', np.str_('ADV')), ('negara', np.str_('NN')), ('besar', np.str_('JJ')), ('dengan', np.str_('IN')), ('populasi', np.str_('NN')), ('yang', np.str_('PR')), ('besar', np.str_('JJ')), ('pula', np.str_('ADV')), ('.', 'SYM')]","[('Indonesia', 'B-GPE'), ('dan', 'O'), ('Brasil', 'B-GPE'), ('adalah', 'O'), ('negara', 'O'), ('besar', 'O'), ('dengan', 'O'), ('populasi', 'O'), ('yang', 'O'), ('besar', 'O'), ('pula', 'O')]"
48,Kita memiliki sumber daya yang melimpah.,"[('Kita', np.str_('PR')), ('memiliki', np.str_('VB')), ('sumber', np.str_('NN')), ('daya', np.str_('NN')), ('yang', np.str_('PR')), ('melimpah', np.str_('VB')), ('.', 'SYM')]","[('Kita', 'O'), ('memiliki', 'O'), ('sumber', 'O'), ('daya', 'O'), ('yang', 'O'), ('melimpah', 'O')]"
49,"Brasil sudah maju dalam industrinya, sementara Indonesia sedang berusaha menyusul melalui industrialisasi.","[('Brasil', np.str_('NNP')), ('sudah', np.str_('ADV')), ('maju', np.str_('VB')), ('dalam', np.str_('IN')), ('industri', np.str_('NN')), ('nya', np.str_('PR')), (',', 'SYM'), ('sementara', np.str_('CC')), ('Indonesia', np.str_('NNP')), ('sedang', np.str_('ADV')), ('berusaha', np.str_('VB')), ('menyusul', np.str_('VB')), ('melalui', np.str_('IN')), ('industrialisasi', np.str_('NN')), ('.', 'SYM')]","[('Brasil', 'O'), ('sudah', 'O'), ('maju', 'O'), ('dalam', 'O'), ('industri', 'O'), ('nya', 'O'), ('sementara', 'O'), ('Indonesia', 'B-GPE'), ('sedang', 'O'), ('berusaha', 'O'), ('menyusul', 'O'), ('melalui', 'O'), ('industrialisasi', 'O')]"
50,"Saya yakin, kita bisa menciptakan sinergi yang baik dan hubungan yang saling menguntungkan,"" ujar Prabowo, dikutip dari Setpres, Senin (18/11/2024).","[('Saya', np.str_('PR')), ('yakin', np.str_('JJ')), (',', 'SYM'), ('kita', np.str_('PR')), ('bisa', np.str_('ADV')), ('menciptakan', np.str_('VB')), ('sinergi', np.str_('NN')), ('yang', np.str_('PR')), ('baik', np.str_('JJ')), ('dan', np.str_('CC')), ('hubungan', np.str_('NN')), ('yang', np.str_('PR')), ('saling', np.str_('ADV')), ('menguntungkan', np.str_('VB')), (',', 'SYM'), ('""', 'SYM'), ('ujar', np.str_('VB')), ('Prabowo', np.str_('NNP')), (',', 'SYM'), ('dikutip', np.str_('VB')), ('dari', np.str_('IN')), ('Setpres', np.str_('NNP')), (',', 'SYM'), ('Senin', np.str_('NNP')), ('(', 'SYM'), ('18/11/2024', np.str_('NUM')), (')', 'SYM'), ('.', 'SYM')]","[('Saya', 'O'), ('yakin', 'O'), ('kita', 'O'), ('bisa', 'O'), ('menciptakan', 'O'), ('sinergi', 'O'), ('yang', 'O'), ('baik', 'O'), ('dan', 'O'), ('hubungan', 'O'), ('yang', 'O'), ('saling', 'O'), ('menguntungkan', 'O'), ('ujar', 'O'), ('Prabowo', 'B-PER'), ('dikutip', 'O'), ('dari', 'O'), ('Setpres', 'O'), ('Senin', 'O'), ('18/11/2024', 'O')]"
51,"Prabowo juga menyampaikan dukungannya terhadap peran Brasil sebagai salah satu anggota kunci BRICS, sebuah organisasi ekonomi yang semakin berpengaruh dalam kancah global.","[('Prabowo', np.str_('NNP')), ('juga', np.str_('ADV')), ('menyampaikan', np.str_('VB')), ('dukungan', np.str_('NN')), ('nya', np.str_('PR')), ('terhadap', np.str_('IN')), ('peran', np.str_('NN')), ('Brasil', np.str_('NNP')), ('sebagai', np.str_('IN')), ('salah', np.str_('JJ')), ('satu', np.str_('NUM')), ('anggota', np.str_('NN')), ('kunci', np.str_('NN')), ('BRICS', np.str_('NNP')), (',', 'SYM'), ('sebuah', np.str_('DT')), ('organisasi', np.str_('NN')), ('ekonomi', np.str_('NN')), ('yang', np.str_('PR')), ('semakin', np.str_('ADV')), ('berpengaruh', np.str_('VB')), ('dalam', np.str_('IN')), ('kancah', np.str_('NN')), ('global', np.str_('JJ')), ('.', 'SYM')]","[('Prabowo', 'B-PER'), ('juga', 'O'), ('menyampaikan', 'O'), ('dukungan', 'O'), ('nya', 'O'), ('terhadap', 'O'), ('peran', 'O'), ('Brasil', 'O'), ('sebagai', 'O'), ('salah', 'O'), ('satu', 'O'), ('anggota', 'O'), ('kunci', 'O'), ('BRICS', 'O'), ('sebuah', 'O'), ('organisasi', 'O'), ('ekonomi', 'O'), ('yang', 'O'), ('semakin', 'O'), ('berpengaruh', 'O'), ('dalam', 'O'), ('kancah', 'O'), ('global', 'O')]"
